CNTY	DIFF	STATUS	HECTARE	TOF	OWNLAND	AGE	HARVEST	R1	R2	R3	R4	R5	R6	R7	R8	R11	R12	R14	R17	R18	R19	R21	R22	R24	R28	R30	R32	R36	R37
61	1	1	107	3	0	37	90	0,346	0,778	0,4615	0,1597	0,186	0,527	0,284	0,2433	0,3692	0,6575	0,3972	0,0437	0,0231	0,121	0,0526	0,2749	0,288	0,439	0,318	0,4154	0,911	0,656
61	1	1	60	5	0	38	90	0,311	0,706	0,07649	0,02379	0,287	0,93	0,859	0,07115	0,9678	1,4897	0,06893	0,0449	0,0418	0,198	0,0951	0,4501	0,147	0,44	0,2417	0,3978	1,662	0,334
61	1	1	54	5	0	32	90	0,287	0,725	0,05995	0,02123	0,27	0,582	0,548	0,04217	0,8023	1,2083	0,06893	0,0674	0,0393	0,106	0,117	0,3149	0,166	0,336	0,2302	0,2967	1,19	0,493
61	1	1	90	4	0	51	90	0,24	0,875	0,547	0,1315	0,109	0,3	0,136	0,1639	0,2701	0,3674	0,3777	0,0464	0,0139	0,0477	0,0525	0,1193	0,213	0,265	0,2339	0,2511	0,813	0,802
61	1	1	177	1	1	46	90	0,427	0,602	0,1123	0,04796	0,379	0,562	0,499	0,06307	0,263	0,4034	0,1934	0,0811	0,0456	0,108	0,131	0,3109	0,265	0,348	0,2397	0,3023	0,989	0,76
61	1	1	58	2	0	40	90	0,349	0,725	0,2931	0,1022	0,247	0,907	0,641	0,2657	0,4953	0,6323	0,3492	0,0357	0,0324	0,132	0,15	0,6093	0,0833	0,217	0,08464	0,1842	1,838	0,385
61	1	1	121	3	0	40	90	0,529	0,514	0,1574	0,08327	0,446	0,896	0,755	0,141	0,2687	0,3802	0,3442	0,0751	0,0673	0,181	0,229	0,6155	0,173	0,293	0,1128	0,2261	1,284	0,591
61	1	1	152	1	0	35	90	0,356	0,71	0,2621	0,09327	0,263	0,478	0,353	0,1253	0,4161	0,7152	0,2314	0,077	0,0368	0,236	0,088	0,5644	0,311	0,418	0,1822	0,3814	0,802	0,744
61	1	1	78	3	1	53	90	0,224	0,94	0,79	0,181	0,0567	0,634	0,121	0,5126	0,4161	0,717	0,552	0,03	0,0115	0,0477	0,0264	0,1193	0,148	0,42	0,3836	0,4086	1,903	0,353
61	1	1	83	2	0	55	90	0,216	0,878	0,4937	0,1067	0,109	0,256	0,129	0,1262	0,2171	0,3295	0,3676	0,0628	0,0161	0,0477	0,0471	0,1193	0,288	0,341	0,3182	0,325	0,84	0,845
61	1	1	85	3	0	45	90	0,46	0,61	0,2515	0,1158	0,345	0,708	0,53	0,1781	0,4031	0,5672	0,3065	0,075	0,0531	0,129	0,183	0,446	0,188	0,289	0,1603	0,2363	0,957	0,65
61	1	0	127	3	0	38	90	0,152	0,902	0,3944	0,0599	0,092	0,226	0,128	0,08311	0,3177	0,5321	0,2074	0,0477	0,0115	0,15	0,0264	0,3727	0,29	0,403	0,2528	0,393	0,987	0,721
61	1	1	86	2	0	46	90	0,119	0,94	0,5676	0,03768	0,0567	0,226	0,101	0,07116	0,2537	0,3403	0,2191	0,042	0,0115	0,0477	0,0264	0,1873	0,135	0,255	0,2069	0,2493	1,564	0,53
61	1	1	65	3	1	63	90	0,157	0,909	0,4642	0,07276	0,084	0,361	0,193	0,1676	0,7583	1,0775	0,181	0,0728	0,0263	0,0632	0,0887	0,2132	0,129	0,296	0,2331	0,2699	1,377	0,434
61	1	1	52	2	1	45	90	0,585	0,457	0,1592	0,09317	0,492	1,124	0,945	0,1789	0,1575	0,2338	0,5317	0,0631	0,0709	0,134	0,217	0,4107	0,17	0,326	0,1923	0,2553	1,583	0,521
61	1	1	80	1	0	59	90	0,119	0,94	0,79	0,06043	0,0567	0,226	0,101	0,0756	0,4163	0,7382	0,1537	0,124	0,139	0,226	0,319	0,519	0,349	0,436	0,2098	0,297	0,759	0,799
61	1	1	144	3	1	48	90	0,211	0,867	0,4253	0,08972	0,121	0,41	0,236	0,1743	0,3406	0,5086	0,3385	0,0552	0,0226	0,0675	0,0685	0,2043	0,17	0,33	0,2629	0,3078	1,428	0,515
61	1	1	87	3	0	40	90	0,387	0,645	0,1266	0,04897	0,338	0,838	0,732	0,106	0,3852	0,5504	0,2159	0,066	0,0553	0,174	0,184	0,5813	0,139	0,3	0,1257	0,2449	1,674	0,462
61	1	1	55	5	0	30	90	0,558	0,497	0,1961	0,1094	0,448	1,102	0,886	0,216	0,5358	0,9126	0,2873	0,03	0,0262	0,105	0,0634	0,2535	0,209	0,413	0,3083	0,3868	1,223	0,506
61	1	0	123	3	0	31	90	0,27	0,841	0,4875	0,1317	0,138	0,605	0,31	0,2949	0,4496	0,6691	0,3961	0,0489	0,0296	0,0895	0,0902	0,2727	0,147	0,328	0,2386	0,2985	1,494	0,447
61	1	1	93	2	0	30	90	0,455	0,613	0,2433	0,1107	0,344	0,717	0,543	0,1746	0,4835	0,8694	0,2653	0,0418	0,03	0,0642	0,0676	0,1445	0,281	0,444	0,3797	0,4139	0,919	0,634
61	1	1	106	3	0	44	90	0,795	0,28	0,3387	0,2693	0,526	1,914	1,266	0,6483	0,9678	1,2567	0,3915	0,039	0,0746	0,115	0,376	0,5775	0,0824	0,198	0,08378	0,1237	0,751	0,415
61	1	1	65	3	0	31	90	0,668	0,393	0,2318	0,1548	0,513	1,264	0,971	0,2929	0,6733	1,0553	0,3032	0,0925	0,117	0,231	0,323	0,638	0,191	0,362	0,131	0,245	0,926	0,529
61	1	1	149	3	0	37	90	0,466	0,695	0,4966	0,2312	0,234	1	0,503	0,4966	0,4795	0,7488	0,5088	0,0604	0,0604	0,131	0,168	0,3632	0,167	0,36	0,229	0,2992	1,172	0,466
61	1	1	57	2	0	52	90	0,502	0,518	0,0759	0,03807	0,464	0,885	0,818	0,0672	0,3199	0,598	0,1736	0,0649	0,0574	0,147	0,124	0,317	0,263	0,465	0,3176	0,4075	1,378	0,567
61	1	1	103	4	1	40	90	0,597	0,478	0,2626	0,1568	0,44	0,752	0,555	0,1975	0,342	0,4377	0,3661	0,0999	0,0752	0,15	0,344	0,685	0,174	0,219	0,06886	0,1434	0,72	0,794
61	1	1	91	3	1	53	90	0,419	0,611	0,1148	0,04806	0,371	1,252	1,108	0,1437	0,412	0,5836	0,2586	0,03	0,0299	0,0676	0,102	0,2298	0,0984	0,294	0,2265	0,2642	2,434	0,334
61	1	1	132	1	0	46	90	0,384	0,722	0,3833	0,1473	0,237	0,425	0,262	0,1629	0,5357	0,8692	0,2332	0,0819	0,0348	0,112	0,0908	0,2922	0,347	0,384	0,2716	0,3489	0,533	0,904
61	1	1	16	6	0	60	90	0,119	0,94	0,4189	0,04117	0,0571	0,226	0,106	0,07671	0,7058	0,9365	0,09803	0,0626	0,0115	0,049	0,0465	0,1987	0,132	0,246	0,1974	0,2349	1,081	0,537
61	1	1	61	2	0	55	90	0,21	0,899	0,5771	0,1213	0,0889	0,407	0,172	0,2351	0,6681	0,886	0,2603	0,0572	0,0233	0,0579	0,0947	0,2354	0,127	0,246	0,1881	0,2227	1,034	0,516
61	1	1	80	3	0	53	90	0,537	0,591	0,403	0,2165	0,321	0,547	0,326	0,2203	0,0675	0,1084	0,7655	0,057	0,0311	0,119	0,0826	0,3143	0,349	0,377	0,2586	0,346	0,73	0,905
61	1	1	85	3	0	45	90	0,158	0,893	0,3594	0,05667	0,101	0,314	0,201	0,113	0,6028	1,2275	0,1579	0,0509	0,016	0,0593	0,0315	0,1193	0,255	0,504	0,3836	0,4505	1,279	0,501
61	1	1	99	1	1	35	90	0,455	0,584	0,1461	0,06641	0,388	0,548	0,468	0,08007	0,7122	1,0643	0,1011	0,0703	0,0385	0,0742	0,116	0,2242	0,274	0,331	0,2567	0,2923	0,533	0,829
61	1	1	86	2	1	37	90	0,535	0,53	0,2274	0,1216	0,413	1,145	0,885	0,2605	0,9134	1,3382	0,2219	0,0658	0,0753	0,201	0,237	0,6342	0,148	0,317	0,1161	0,2421	0,969	0,467
61	1	1	95	1	1	48	90	0,508	0,562	0,2468	0,1254	0,383	0,806	0,607	0,199	0,04147	0,07191	0,8275	0,0825	0,0665	0,178	0,157	0,4196	0,267	0,423	0,2457	0,3567	1,346	0,63
61	1	0	111	5	0	28	90	0,282	0,756	0,1783	0,05023	0,231	0,431	0,354	0,07683	0,1342	0,209	0,3641	0,0476	0,0205	0,0927	0,0573	0,2588	0,234	0,358	0,2653	0,3375	1,319	0,654
61	1	1	88	3	1	29	90	0,619	0,42	0,1492	0,09241	0,527	1,001	0,852	0,1494	0,3414	0,5306	0,3044	0,0545	0,0546	0,112	0,153	0,3133	0,221	0,357	0,2449	0,3021	1,126	0,619
61	1	0	82	3	0	30	90	0,271	0,764	0,1684	0,04567	0,226	0,605	0,503	0,1018	0,6383	0,9641	0,1376	0,0677	0,0409	0,145	0,121	0,4305	0,152	0,338	0,1925	0,297	1,489	0,449
61	2	1	31	5	0	32	90	1,048	0	0,2611	0,2736	0,774	1,323	0,978	0,3455	-0,174	-0,227	2,015	0,104	0,138	0,254	0,59	1,0891	0,185	0,234	-0,0208	0,09578	1,091	0,792
61	2	1	56	6	0	40	90	0,879	0,149	0,22	0,1935	0,686	4,362	2,557	0,9596	0,6734	0,8988	0,5876	0,0452	0,197	0,415	0,787	1,6549	0,0506	0,251	-0,164	0,05345	3,253	0,211
61	2	1	43	5	0	35	90	0,81	0,256	0,3187	0,2581	0,552	1,474	1,004	0,4698	-0,325	-0,494	2,9695	0,0676	0,0996	0,225	0,291	0,6582	0,188	0,342	0,1169	0,2425	1,675	0,549
61	2	1	63	6	1	45	90	0,876	0,231	0,5281	0,4625	0,413	1,601	0,756	0,8458	-0,552	-0,779	2,8781	0,0946	0,152	0,357	0,519	1,224	0,16	0,292	-0,0653	0,1402	1,535	0,547
61	2	1	70	3	1	42	90	0,79	0,282	0,3255	0,2572	0,533	2,308	1,556	0,7512	0,9678	1,4897	0,2788	0,091	0,21	0,34	1,121	1,8134	0,0642	0,187	-0,152	-0,0227	0,533	0,342
61	2	1	55	5	1	49	90	0,874	0,201	0,4252	0,3715	0,502	1,368	0,786	0,5818	-0,339	-0,44	2,3949	0,083	0,114	0,246	0,494	1,0691	0,147	0,23	-0,0159	0,1164	1,323	0,639
61	2	0	59	2	0	29	90	0,73	0,39	0,4209	0,3071	0,422	1,27	0,735	0,5346	0,2785	0,3255	0,6575	0,0978	0,124	0,161	0,86	1,1129	0,083	0,144	-0,0163	0,02027	0,928	0,574
61	2	1	40	5	0	32	90	0,832	0,23	0,3223	0,268	0,564	1,515	1,026	0,4881	-0,142	-0,18	1,41	0,047	0,0712	0,191	0,335	0,8975	0,117	0,212	0,02179	0,1413	1,475	0,549
61	2	1	36	5	1	45	90	0,989	0,0134	0,151	0,1492	0,803	3,331	2,557	0,5028	-0,155	-0,23	1,4464	0,0336	0,112	0,626	0,342	2,0786	0,097	0,327	-0,352	0,2149	3,022	0,297
61	2	1	27	5	0	57	90	0,614	0,425	0,1513	0,09294	0,521	1,062	0,901	0,1607	0,1505	0,3207	0,5164	0,0756	0,0803	0,235	0,151	0,4427	0,307	0,504	0,2958	0,4505	1,418	0,578
61	2	1	53	2	0	48	90	0,715	0,321	0,1579	0,1129	0,602	1,778	1,497	0,2806	0,04015	0,05939	0,8748	0,0629	0,112	0,211	0,345	0,6503	0,13	0,324	0,1133	0,2123	2,165	0,402
61	2	1	34	3	0	40	90	0,886	0,225	0,5575	0,4939	0,392	1,963	0,869	1,094	-0,26	-0,421	1,3116	0,0543	0,107	0,183	0,278	0,4772	0,173	0,383	0,2002	0,2764	1,381	0,451
61	2	1	64	5	0	41	90	0,66	0,454	0,3803	0,251	0,409	1,16	0,719	0,441	-0,076	-0,103	1,2083	0,0695	0,0806	0,217	0,304	0,8178	0,151	0,265	0,04832	0,1846	1,392	0,569
61	2	1	44	3	0	37	90	1,06	0	0,4298	0,4557	0,605	2,535	1,446	1,0894	-0,278	-0,307	1,3424	0,101	0,256	0,519	2,177	3,9397	0,0395	0,0943	-0,394	-0,0979	1,579	0,418
61	2	1	34	4	0	35	90	0,602	0,481	0,2868	0,1726	0,429	1,182	0,843	0,339	0,8457	1,436	0,2862	0,0622	0,0735	0,176	0,179	0,4272	0,209	0,411	0,2355	0,3376	0,779	0,509
61	2	1	50	2	1	49	90	0,832	0,316	0,5643	0,4696	0,363	4,362	2,152	1,8494	-0,906	-1,163	1,6979	0,0737	0,3	0,481	1,645	2,1743	0,0395	0,221	-0,26	-0,0979	3,253	0,211
61	2	1	56	5	0	46	90	0,71	0,396	0,3763	0,2671	0,443	1,656	1,033	0,6234	-0,281	-0,401	1,8191	0,0767	0,127	0,27	0,422	0,8964	0,129	0,301	0,03116	0,1737	1,991	0,428
61	2	1	71	3	0	41	90	0,638	0,659	0,7067	0,4511	0,187	1,358	0,398	0,9594	-0,424	-0,694	1,793	0,0604	0,082	0,13	0,211	0,3338	0,183	0,389	0,2591	0,3069	1,592	0,47
61	2	1	80	3	1	58	90	1,368	0	0,05799	0,06222	0,803	1,801	1,725	0,07675	0,2626	0,3723	0,2262	0,113	0,203	0,368	0,69	1,2481	0,239	0,295	-0,0731	0,09146	0,894	0,811
61	2	1	68	3	0	36	90	1,104	0	0,6768	0,7473	0,357	1,702	0,55	1,1516	-0,00155	-0,00185	1,0013	0,0926	0,158	0,256	0,966	1,5691	0,106	0,163	-0,0929	0,00561	0,533	0,649
61	2	1	48	5	0	32	90	0,794	0,254	0,2359	0,1873	0,607	1,081	0,826	0,255	0,15	0,1614	0,6296	0,0419	0,0453	0,0873	0,644	1,2424	0,0516	0,0937	-0,017	0,02498	0,957	0,734
61	2	1	71	5	0	45	90	0,744	0,318	0,2605	0,1938	0,55	1,528	1,13	0,398	-0,133	-0,23	1,5018	0,0711	0,109	0,271	0,257	0,6398	0,206	0,423	0,1523	0,3141	1,789	0,487
61	2	1	110	1	0	40	90	0,788	0,238	0,135	0,1064	0,681	1,268	1,097	0,1712	0,4288	1,0122	0,2853	0,0615	0,078	0,13	0,135	0,2263	0,349	0,504	0,3836	0,4505	1,009	0,621
61	2	1	93	3	0	47	90	1,056	0	0,5965	0,6302	0,426	1,648	0,665	0,983	-0,455	-0,617	1,8604	0,0884	0,146	0,305	0,553	1,1559	0,169	0,264	-0,0411	0,1179	1,032	0,641
61	2	1	95	1	1	54	90	1,368	0	0,1933	0,3344	0,803	3,314	2,557	0,6406	0,7427	1,0303	0,4631	0,0513	0,17	0,38	0,608	1,3598	0,146	0,279	-0,1	0,1093	0,533	0,522
61	2	1	69	2	0	47	90	0,768	0,337	0,4066	0,3123	0,456	1,694	1,005	0,6888	-0,307	-0,407	1,8026	0,0787	0,133	0,213	0,54	0,8637	0,112	0,247	0,03362	0,1135	1,824	0,453
61	2	0	111	3	1	38	90	1,368	0	0,6358	0,795	0,498	1,841	0,67	1,1702	-0,607	-0,81	2,0774	0,109	0,201	0,292	0,801	1,1653	0,186	0,251	-0,0415	0,04989	0,783	0,743
61	2	1	76	3	0	53	90	0,827	0,378	0,6568	0,5434	0,284	1,506	0,517	0,9893	0,2675	0,3849	0,7872	0,116	0,175	0,24	0,575	0,7882	0,168	0,305	0,0646	0,1296	0,564	0,549
61	2	1	50	3	0	43	90	0,837	0,434	0,7466	0,6252	0,212	1,343	0,34	1,0025	-0,00738	-0,0108	1,0074	0,124	0,17	0,419	0,539	1,3258	0,197	0,316	-0,103	0,1458	0,608	0,624
61	2	1	80	2	0	55	90	0,831	0,274	0,461	0,3831	0,448	1,946	1,049	0,897	-0,172	-0,242	1,2366	0,0991	0,193	0,391	0,662	1,3416	0,124	0,291	-0,0995	0,09837	1,616	0,427
61	2	1	142	3	0	49	90	0,912	0,18	0,5615	0,5124	0,4	1,674	0,734	0,9401	-0,0134	-0,0182	1,0145	0,0845	0,142	0,215	0,537	0,8159	0,144	0,264	0,04852	0,1221	0,908	0,545
61	2	1	37	3	0	43	90	1,368	0	0,7208	0,795	0,404	4,362	2,557	1,8494	-0,906	-1,163	2,9695	0,0535	0,3	0,626	0,909	1,2473	0,0853	0,504	-0,167	0,06156	3,253	0,211
61	2	1	83	5	0	42	90	1,088	0	0,4011	0,4366	0,652	2,367	1,417	0,9493	-0,566	-1,008	2,4761	0,0514	0,122	0,36	0,277	0,8205	0,202	0,439	0,07872	0,3169	1,791	0,46
61	2	1	57	3	1	48	90	1,151	0	0,408	0,4697	0,681	3,061	1,812	1,249	0,272	0,3066	0,8212	0,101	0,3	0,544	2,177	3,9397	0,0424	0,113	-0,394	-0,0979	1,138	0,376
61	2	1	88	1	1	53	90	1,352	0	0,611	0,795	0,526	1,15	0,447	0,7025	-0,492	-0,77	2,9695	0,124	0,143	0,239	0,396	0,6617	0,349	0,361	0,1222	0,2183	0,64	0,905
61	2	0	97	3	0	33	90	0,688	0,536	0,6069	0,4175	0,27	1,573	0,618	0,9544	-0,0237	-0,0309	1,0255	0,0897	0,141	0,276	0,609	1,192	0,101	0,232	-0,0445	0,09053	1,355	0,437
61	2	1	102	1	0	44	90	0,621	0,803	0,79	0,5284	0,093	0,687	0,103	0,5844	0,0521	0,06935	0,9181	0,0772	0,0531	0,11	0,213	0,4428	0,225	0,249	0,1386	0,1956	0,533	0,904
61	2	1	59	6	0	33	90	0,635	0,494	0,4129	0,2623	0,373	2,379	1,397	0,9821	0,2914	0,3694	0,7712	0,0402	0,0956	0,114	0,453	0,5392	0,0564	0,211	0,09731	0,1156	2,471	0,267
61	2	0	166	5	0	30	90	0,747	0,668	0,79	0,6215	0,126	1,739	0,293	1,4463	-0,906	-1,163	2,9695	0,06	0,104	0,128	0,65	0,8003	0,0689	0,16	0,03202	0,05607	1,857	0,43
61	2	1	91	3	0	37	90	0,983	0,0413	0,6014	0,5913	0,392	1,81	0,721	1,0885	-0,362	-0,462	1,4975	0,0903	0,163	0,256	0,751	1,1749	0,118	0,218	-0,0381	0,05419	1,114	0,543
61	2	1	71	3	1	44	90	0,959	0,0859	0,5438	0,5215	0,437	1,737	0,793	0,9448	-0,0485	-0,05	1,0541	0,0759	0,132	0,292	2,177	3,9397	0,0395	0,0937	-0,261	-0,0979	0,916	0,552
61	2	1	112	2	0	54	90	0,901	0,516	0,79	0,795	0,0925	1,851	0,19	1,661	-0,833	-0,886	2,007	0,0853	0,158	0,198	2,177	3,3077	0,0395	0,0937	-0,138	-0,0979	1,227	0,487
61	2	1	61	6	0	32	90	0,506	0,535	0,151	0,07636	0,429	1,651	1,401	0,2492	0,6067	1,0218	0,2912	0,0613	0,101	0,23	0,249	0,5653	0,124	0,406	0,1766	0,3051	2,408	0,306
61	2	1	114	3	0	47	90	0,74	0,292	0,1509	0,1117	0,629	1,448	1,23	0,2185	0,3189	0,4661	0,4065	0,0997	0,144	0,293	0,457	0,9263	0,161	0,316	0,0233	0,1716	1,419	0,511
61	2	1	87	1	0	44	90	0,832	0,186	0,1182	0,09834	0,734	2,194	1,935	0,2593	0,2147	0,3522	0,5471	0,124	0,278	0,491	0,712	1,2573	0,148	0,39	-0,1	0,1124	2,163	0,379
61	2	1	91	3	0	50	90	0,814	0,255	0,3309	0,2693	0,545	1,314	0,879	0,4348	0,2	0,2331	0,685	0,0839	0,11	0,347	0,776	2,444	0,088	0,142	-0,205	0,03186	0,98	0,619
61	2	1	149	3	0	46	90	0,661	0,444	0,3554	0,2348	0,426	1,441	0,929	0,5121	-0,135	-0,213	1,3588	0,0697	0,1	0,255	0,276	0,7001	0,167	0,365	0,1093	0,264	1,805	0,458
61	2	1	75	1	0	39	90	1,051	0	0,615	0,6465	0,405	4,362	2,557	1,8494	-0,906	1,4897	1,3386	0,0942	0,3	0,626	0,889	1,8628	0,111	0,504	-0,394	0,2893	3,253	0,211
61	2	1	44	2	0	32	90	0,866	0,178	0,2844	0,2463	0,62	2,15	1,539	0,6117	-0,0255	-0,0404	1,0434	0,0866	0,186	0,383	0,503	1,0362	0,149	0,37	-0,0134	0,1838	1,897	0,403
61	2	0	112	3	0	30	90	0,557	0,58	0,4249	0,2368	0,32	0,873	0,502	0,3709	-0,0851	-0,111	1,2978	0,0897	0,0783	0,146	0,341	0,636	0,147	0,23	0,08372	0,1517	1,281	0,638
61	2	1	88	3	0	29	90	0,987	0,0233	0,442	0,4362	0,551	2,417	1,348	1,0682	-0,237	-0,315	1,2845	0,0623	0,15	0,284	0,606	1,1426	0,101	0,248	-0,0354	0,09787	1,617	0,408
61	2	1	63	1	0	28	90	1,368	0	0,4263	0,6026	0,803	2,324	1,333	0,9906	-0,571	-0,538	2,3587	0,0593	0,138	0,262	2,177	3,9397	0,0395	0,0937	-0,323	-0,0979	1,224	0,608
61	2	1	100	2	1	51	90	0,928	0,198	0,6864	0,637	0,291	2,44	0,765	1,6745	-0,679	-0,805	1,682	0,076	0,185	0,254	1,183	1,6184	0,0596	0,157	-0,0969	-0,0287	1,633	0,38
61	2	0	95	5	0	28	90	0,509	0,817	0,7841	0,3991	0,11	0,882	0,19	0,6915	-0,373	-0,461	2,1692	0,053	0,0468	0,102	0,244	0,5352	0,11	0,191	0,08894	0,1446	1,414	0,577
61	2	1	84	4	0	39	90	0,632	0,376	0,05799	0,02259	0,61	1,766	1,702	0,06311	0,4072	0,585	0,1342	0,0743	0,131	0,145	0,431	0,4758	0,109	0,304	0,1594	0,1729	2,323	0,358
61	2	1	62	6	0	50	90	0,893	0,119	0,1146	0,1023	0,79	4,362	2,557	1,8494	0,9678	1,4897	0,129	0,03	0,142	0,324	1,59	3,6167	0,0395	0,0937	-0,234	-0,0528	3,253	0,211
61	1	1	63	3	0	38	91	0,563	0,586	0,4534	0,2555	0,308	1,165	0,637	0,5284	0,02651	0,04369	0,9522	0,0521	0,0607	0,275	0,154	0,6989	0,19	0,393	0,1184	0,3325	1,513	0,484
61	1	1	31	5	0	53	91	0,119	0,94	0,2038	0,02123	0,0567	0,226	0,101	0,04217	0,3014	0,5231	0,07888	0,0691	0,0115	0,0506	0,0264	0,1193	0,238	0,424	0,3732	0,415	1,45	0,563
61	1	1	47	2	0	41	91	0,511	0,543	0,195	0,09957	0,411	1,012	0,815	0,1973	0,1564	0,2274	0,5577	0,0406	0,0411	0,0842	0,131	0,2696	0,158	0,312	0,228	0,2711	1,627	0,505
61	1	1	33	2	0	35	91	0,404	0,613	0,06773	0,02737	0,377	0,675	0,629	0,04571	0,6224	0,975	0,06893	0,0758	0,0512	0,158	0,142	0,4375	0,217	0,362	0,2034	0,3105	1,002	0,599
61	1	1	34	5	0	33	91	0,237	0,789	0,1389	0,03286	0,204	0,689	0,593	0,09568	0,9678	1,4897	0,06893	0,0414	0,0285	0,0708	0,058	0,144	0,169	0,492	0,3836	0,4505	1,368	0,343
61	1	1	37	5	0	32	91	0,29	0,732	0,1062	0,03083	0,26	0,79	0,707	0,08394	0,3264	1,0423	0,2045	0,0641	0,0507	0,121	0,0738	0,1758	0,252	0,504	0,3836	0,4505	2,312	0,367
61	1	1	35	5	0	45	91	0,206	0,813	0,1107	0,02278	0,183	0,444	0,395	0,0492	0,2918	0,4047	0,1443	0,03	0,0128	0,0477	0,0459	0,1193	0,129	0,279	0,258	0,2663	1,819	0,463
61	1	0	60	2	0	28	91	0,294	0,817	0,4624	0,1359	0,158	0,619	0,333	0,286	0,3446	0,5688	0,4536	0,03	0,0185	0,0487	0,047	0,1235	0,187	0,394	0,3455	0,3757	1,474	0,475
61	1	1	39	5	0	30	91	0,294	0,756	0,2231	0,06558	0,228	0,743	0,577	0,1658	0,8152	1,3372	0,169	0,03	0,0155	0,0528	0,0398	0,1353	0,154	0,39	0,3376	0,3748	1,548	0,395
61	1	1	47	5	1	58	91	0,119	0,94	0,4108	0,0403	0,0578	0,226	0,101	0,05275	0,2297	0,3511	0,1867	0,0646	0,0115	0,0618	0,0264	0,1787	0,264	0,346	0,2839	0,3373	1,026	0,764
61	1	0	82	3	0	40	91	0,266	0,808	0,3459	0,09212	0,174	0,388	0,254	0,1343	0,2088	0,3088	0,3914	0,0758	0,0294	0,106	0,0908	0,3279	0,222	0,324	0,2177	0,2944	1,115	0,686
61	1	1	37	5	0	41	91	0,22	0,806	0,1485	0,03272	0,188	0,545	0,464	0,0809	0,1985	0,3351	0,2896	0,0522	0,0284	0,137	0,0698	0,3355	0,165	0,408	0,2709	0,3792	2,193	0,404
61	1	1	123	3	0	37	91	0,687	0,344	0,132	0,0907	0,597	1,158	1,005	0,1529	0,2874	0,5433	0,3472	0,0659	0,0763	0,2	0,162	0,4244	0,28	0,471	0,2711	0,3947	1,245	0,593
61	1	1	53	2	0	48	91	0,253	0,753	0,05799	0,02123	0,245	0,573	0,553	0,04217	0,3234	0,5321	0,06893	0,0552	0,0316	0,0723	0,0806	0,1844	0,173	0,392	0,3199	0,3606	1,918	0,442
61	1	1	69	5	0	43	91	0,303	0,824	0,5077	0,1539	0,149	0,439	0,216	0,2229	0,07787	0,1186	0,7411	0,067	0,0294	0,103	0,0857	0,301	0,237	0,343	0,24	0,314	1,148	0,69
61	1	0	80	5	0	56	91	0,49	0,843	0,79	0,3948	0,0948	0,541	0,105	0,4361	-0,18	-0,255	1,7021	0,03	0,016	0,0477	0,0546	0,1193	0,266	0,294	0,2619	0,2777	0,848	0,905
61	1	1	75	3	0	36	91	0,119	0,94	0,5639	0,06547	0,0567	0,253	0,11	0,1428	0,4987	0,7606	0,2226	0,0421	0,0115	0,0534	0,0309	0,1551	0,158	0,344	0,2909	0,3337	1,539	0,459
61	1	1	107	3	0	37	91	0,355	0,768	0,4506	0,1598	0,195	0,5	0,275	0,2254	0,3363	0,5482	0,4013	0,0438	0,0219	0,123	0,0566	0,3193	0,274	0,386	0,2631	0,3646	0,849	0,709
61	1	1	60	5	0	38	91	0,19	0,818	0,05799	0,02123	0,181	0,425	0,403	0,04217	0,7013	1,0429	0,06893	0,124	0,0579	0,174	0,177	0,53	0,147	0,328	0,1539	0,2696	1,507	0,448
61	1	1	54	5	0	32	91	0,278	0,73	0,05799	0,02123	0,267	0,602	0,58	0,04217	0,9678	1,4897	0,06893	0,124	0,124	0,281	0,306	0,6943	0,187	0,405	0,1237	0,281	0,745	0,461
61	1	1	90	4	0	51	91	0,304	0,828	0,5226	0,1587	0,145	0,398	0,19	0,208	0,3703	0,4749	0,3596	0,0433	0,0172	0,0709	0,0783	0,3221	0,168	0,22	0,1492	0,2029	0,732	0,763
61	1	1	177	1	1	46	91	0,523	0,562	0,2871	0,1501	0,373	0,819	0,584	0,2351	0,1555	0,207	0,6019	0,0572	0,0468	0,138	0,189	0,5562	0,159	0,248	0,1102	0,2016	1,176	0,638
61	1	1	58	2	0	40	91	0,245	0,784	0,1513	0,03707	0,208	0,495	0,42	0,0749	0,4762	0,6981	0,1359	0,0571	0,0283	0,14	0,089	0,4405	0,157	0,318	0,1779	0,2896	1,469	0,495
61	1	1	121	3	0	40	91	0,638	0,417	0,2058	0,1313	0,507	1,202	0,955	0,2474	0,3603	0,5052	0,4071	0,0709	0,0852	0,199	0,297	0,6943	0,152	0,287	0,08767	0,2016	1,276	0,531
61	1	1	152	1	0	35	91	0,284	0,789	0,326	0,09261	0,191	0,505	0,341	0,1648	0,8015	1,3184	0,1705	0,0463	0,0234	0,192	0,0597	0,489	0,22	0,392	0,2003	0,3687	0,813	0,562
61	1	1	78	3	1	53	91	0,128	0,924	0,4432	0,05694	0,0715	0,289	0,161	0,1282	0,7102	1,3423	0,1529	0,0809	0,0234	0,0477	0,0497	0,1193	0,209	0,471	0,3836	0,4475	1,413	0,444
61	1	1	83	2	0	55	91	0,261	0,812	0,3427	0,08944	0,172	0,294	0,193	0,1007	0,2552	0,3624	0,2828	0,0632	0,0186	0,0477	0,0628	0,1455	0,263	0,296	0,2527	0,2771	0,77	0,889
